432,2009-04-14,891,67.66,KSZ83,4,2009-04-14,2009-01-13,91
492,2009-04-27,891,145.37,BPA97,4,2009-04-28,2009-01-13,104
592,2009-05-18,891,117.51,KLNRT,4,2009-05-19,2009-01-13,125
650,2009-05-28,891,127.47,J7GNQ,4,2009-05-28,2009-01-13,135
703,2009-06-10,891,66.28,QS5SA,4,2009-06-11,2009-01-13,148
729,2009-06-15,891,66.08,ASV3U,4,2009-06-16,2009-01-13,153
770,2009-06-22,891,54.13,R2VGF,4,2009-06-23,2009-01-13,160
889,2009-07-14,891,47.88,SRWVH,4,2009-07-14,2009-01-13,182
924,2009-07-20,891,44.42,42PKC,4,2009-07-21,2009-01-13,188
1204,2009-09-08,891,114.02,VCRBQ,4,2009-09-08,2009-01-13,238
1476,2009-10-21,891,56.0252,QTPU4,4,2009-10-22,2009-01-13,281
1616,2009-11-05,891,130.41,S58HG,4,2009-11-05,2009-01-13,296
1818,2009-11-18,891,51.33,X3SAP,4,2009-11-18,2009-01-13,309
1961,2009-12-06,891,60.92,FRTLZ,4,2009-12-07,2009-01-13,327
2122,2009-12-22,891,45.7102,KRHW8,4,2009-12-22,2009-01-13,343
2131,2009-12-23,891,63.31,UR5YA,4,2009-12-23,2009-01-13,344
2432,2010-01-21,891,69.55,S5P2B,4,2010-01-21,2009-01-13,373
2678,2010-02-04,891,132.97,M6ZDH,4,2010-02-05,2009-01-13,387
280,2009-01-20,899,12.29,WNYJY,3,2009-01-20,2009-01-20,0
2330,2010-01-12,937,41.35,PNQCR,11,2010-01-13,2010-01-12,0
2403,2010-01-19,937,35.5402,5WV2U,11,2010-01-20,2010-01-12,7
2510,2010-01-27,937,48.6488,RQ5QF,11,2010-01-27,2010-01-12,15
3130,2010-03-03,937,56.3302,VLU5R,11,2010-03-03,2010-01-12,50
2203,2010-01-04,940,116.4058,8FRRC,5,2010-01-08,2010-01-04,0
560,2009-05-10,1023,28.82,QZGXS,5,2009-05-15,2009-05-10,0
589,2009-05-15,1023,26.37,BT94E,5,2009-05-15,2009-05-10,5
